0,0.9080136670904645,nan,nan,nan,nan
1,0.7935581714419996,nan,nan,nan,nan
1,nan,0.17020557820796967,0.22995306551456451,0.17876611649990082,0.08868546038866043
2,0.7141115693722742,nan,nan,nan,nan
3,0.6347206174317053,nan,nan,nan,nan
3,nan,0.3521856367588043,0.3931261897087097,0.34102505445480347,0.3160761594772339
4,0.5629853917380511,nan,nan,nan,nan
5,0.5054451651492361,nan,nan,nan,nan
5,nan,0.4857812821865082,0.53703773021698,0.454394668340683,0.46365097165107727
6,0.4647907961223085,nan,nan,nan,nan
7,0.43734595331095033,nan,nan,nan,nan
7,nan,0.5427301526069641,0.5979853868484497,0.5040649771690369,0.5261608362197876
8,0.417756005818561,nan,nan,nan,nan
9,0.40350461061728204,nan,nan,nan,nan
9,nan,0.5701932311058044,0.6302679777145386,0.5230702757835388,0.5585532188415527
10,0.3908461763697155,nan,nan,nan,nan
11,0.3805884747687033,nan,nan,nan,nan
11,nan,0.6037487387657166,0.6670545935630798,0.5483381152153015,0.5987007021903992
12,0.37394431733478933,nan,nan,nan,nan
13,0.36821366518230764,nan,nan,nan,nan
13,nan,0.6241897344589233,0.683412492275238,0.5764113664627075,0.6166249513626099
14,0.3623386551768093,nan,nan,nan,nan
15,0.35782725240214397,nan,nan,nan,nan
15,nan,0.6556947827339172,0.7125749588012695,0.6166219711303711,0.6425931453704834
16,0.3561636065527544,nan,nan,nan,nan
17,0.3540450170383615,nan,nan,nan,nan
17,nan,0.6634718179702759,0.7155240178108215,0.6277653574943542,0.6521701812744141
18,0.3519510834398916,nan,nan,nan,nan
19,0.35365735287383454,nan,nan,nan,nan
19,nan,0.6669418811798096,0.7197271585464478,0.6299037337303162,0.656353235244751
