0,0.9856408614223287,nan,nan,nan,nan
1,0.8955634080757529,nan,nan,nan,nan
1,nan,0.23938114941120148,0.424360066652298,0.18348117172718048,0.08773916959762573
2,0.7470853146860155,nan,nan,nan,nan
3,0.5781255710933169,nan,nan,nan,nan
3,nan,0.5161444544792175,0.6042088866233826,0.4882510006427765,0.44386374950408936
4,0.44224799502704104,nan,nan,nan,nan
5,0.3908910356335721,nan,nan,nan,nan
5,nan,0.5973332524299622,0.6436320543289185,0.5445501208305359,0.6012455821037292
6,0.36789251889212654,nan,nan,nan,nan
7,0.3535625558788493,nan,nan,nan,nan
7,nan,0.6186679005622864,0.6617001891136169,0.5644435286521912,0.6276718378067017
8,0.3428537220267926,nan,nan,nan,nan
9,0.3347662460500911,nan,nan,nan,nan
9,nan,0.6459065675735474,0.689780056476593,0.5945224165916443,0.6526234745979309
10,0.3267354937428135,nan,nan,nan,nan
11,0.31944305588633326,nan,nan,nan,nan
11,nan,0.6845101118087769,0.7319415211677551,0.640592098236084,0.682220995426178
12,0.31255218805903096,nan,nan,nan,nan
13,0.30621422834820666,nan,nan,nan,nan
13,nan,0.7059472799301147,0.7540665864944458,0.6683816909790039,0.6978176236152649
14,0.3016170732803264,nan,nan,nan,nan
15,0.2982031355722476,nan,nan,nan,nan
15,nan,0.7184891700744629,0.772212028503418,0.6815110445022583,0.7053479552268982
16,0.29273513020095177,nan,nan,nan,nan
17,0.29084487143209425,nan,nan,nan,nan
17,nan,0.7259255647659302,0.7825945019721985,0.6923320293426514,0.7066512107849121
18,0.2878822415309437,nan,nan,nan,nan
19,0.2830157168588396,nan,nan,nan,nan
19,nan,0.7309353947639465,0.7902336120605469,0.6949734687805176,0.7121593952178955
20,0.2790224389504578,nan,nan,nan,nan
21,0.2767961580369432,nan,nan,nan,nan
21,nan,0.7318028211593628,0.7934918403625488,0.6946603655815125,0.712704062461853
22,0.27425994792227015,nan,nan,nan,nan
23,0.27081636162632605,nan,nan,nan,nan
23,nan,0.7430981397628784,0.8052019476890564,0.708960235118866,0.7208142280578613
24,0.26819511922234196,nan,nan,nan,nan
25,0.26771982728929844,nan,nan,nan,nan
25,nan,0.7409758567810059,0.8086273074150085,0.6969758868217468,0.7241255044937134
26,0.2643664089299865,nan,nan,nan,nan
27,0.26279614951650976,nan,nan,nan,nan
27,nan,0.7422129511833191,0.8123294711112976,0.6957628130912781,0.7257652282714844
28,0.261045839523865,nan,nan,nan,nan
29,0.26020704474994694,nan,nan,nan,nan
29,nan,0.7526226043701172,0.8190240859985352,0.7127569317817688,0.7327500581741333
30,0.258355389156584,nan,nan,nan,nan
31,0.2566657180250701,nan,nan,nan,nan
31,nan,0.7552648186683655,0.8228499293327332,0.7137823700904846,0.7355812788009644
32,0.2566740678276046,nan,nan,nan,nan
33,0.2543912350878877,nan,nan,nan,nan
33,nan,0.7620615363121033,0.8268780708312988,0.7264401316642761,0.7388264536857605
34,0.2542316492078668,nan,nan,nan,nan
35,0.2526745461811454,nan,nan,nan,nan
35,nan,0.7666454315185547,0.8290058970451355,0.7344962954521179,0.7416836023330688
36,0.25213889424073493,nan,nan,nan,nan
37,0.2512494713825695,nan,nan,nan,nan
37,nan,0.7678614854812622,0.8303256630897522,0.7366459965705872,0.741811990737915
38,0.2502751209220644,nan,nan,nan,nan
39,0.2515173726667792,nan,nan,nan,nan
39,nan,0.7701640725135803,0.832804799079895,0.7403365969657898,0.7417999505996704
40,0.24888618515204575,nan,nan,nan,nan
41,0.24904532854334782,nan,nan,nan,nan
41,nan,0.7710758447647095,0.8336368799209595,0.7417715787887573,0.7422544360160828
42,0.24864458860987323,nan,nan,nan,nan
43,0.248272400892387,nan,nan,nan,nan
43,nan,0.7718125581741333,0.834233283996582,0.7420332431793213,0.7439849376678467
44,0.24693680486436617,nan,nan,nan,nan
45,0.24721075596950823,nan,nan,nan,nan
45,nan,0.7721384763717651,0.8347861170768738,0.7420488595962524,0.7443024516105652
46,0.2465948652665494,nan,nan,nan,nan
47,0.24570608351190212,nan,nan,nan,nan
47,nan,0.7719811797142029,0.8343942761421204,0.742209792137146,0.7441064119338989
48,0.2466854779144465,nan,nan,nan,nan
49,0.24541477912058265,nan,nan,nan,nan
49,nan,0.772291362285614,0.8345833420753479,0.7428855895996094,0.7440570592880249
